"Story","Title","Result","Date","Stability","Duration (s)"
"Update Setting","As an admin I can't update setting if I don't fill in the email request","SUCCESS","2023-12-20T03:57:38.715078+07:00[Asia/Jakarta]","0.0","1.21"
"Update Setting","As an admin I can't update setting if I don't fill in the password request","SUCCESS","2023-12-20T03:57:39.939045+07:00[Asia/Jakarta]","0.0","1.23"
"Get History Transaction Data","As an admin I can get history transaction data with a valid path","SUCCESS","2023-12-20T03:57:41.184874+07:00[Asia/Jakarta]","0.0","1.92"
"Get History Transaction Data","As an admin I can't get history transaction data without path","SUCCESS","2023-12-20T03:57:43.121337+07:00[Asia/Jakarta]","0.0","1.14"
"Get Transaction Detail","As an admin I can get transaction detail with a valid path","SUCCESS","2023-12-20T03:57:44.270699+07:00[Asia/Jakarta]","0.0","1.99"
"Get Transaction Detail","As an admin I can't get transaction detail without path","SUCCESS","2023-12-20T03:57:46.278049+07:00[Asia/Jakarta]","0.0","1.13"
"Transaction Approved","As an admin I can transaction approved with a valid path","SUCCESS","2023-12-20T03:57:47.413586+07:00[Asia/Jakarta]","0.0","3.4"
"Transaction Approved","As an admin I can't transaction approved without path","SUCCESS","2023-12-20T03:57:50.834661+07:00[Asia/Jakarta]","0.0","1.16"
"Transaction Approved","As an admin I can't transaction approved with invalid transaction ID","SUCCESS","2023-12-20T03:57:52.006487+07:00[Asia/Jakarta]","0.0","1.37"
"Transaction Approved","As an admin I can't transaction approved if the transaction ID has previously been made","SUCCESS","2023-12-20T03:57:53.389335+07:00[Asia/Jakarta]","0.0","1.79"
"Transaction Rejected","As an admin I can transaction rejected with a valid path","SUCCESS","2023-12-20T03:57:55.20976+07:00[Asia/Jakarta]","0.0","2.38"
"Transaction Rejected","As an admin I can't transaction rejected without path","SUCCESS","2023-12-20T03:57:57.61167+07:00[Asia/Jakarta]","0.0","1.27"
"Transaction Rejected","As an admin I can't transaction rejected with invalid transaction ID","SUCCESS","2023-12-20T03:57:58.908528+07:00[Asia/Jakarta]","0.0","1.21"
"Transaction Rejected","As an admin I can't transaction rejected if the transaction ID has previously been made","SUCCESS","2023-12-20T03:58:00.153856+07:00[Asia/Jakarta]","0.0","1.58"
